,fid,DN,geometry
102,104.0,1,"POLYGON ((37.66791907073509 47.20183, 37.66841907628294 47.20183, 37.66841907628294 47.201746666666665, 37.66858574479889 47.201746666666665, 37.66858574479889 47.201663333333336, 37.66875241331484 47.201663333333336, 37.66875241331484 47.20158, 37.668835747572814 47.20158, 37.668835747572814 47.20149666666667, 37.66908575034674 47.20149666666667, 37.66908575034674 47.201413333333335, 37.66916908460471 47.201413333333335, 37.66916908460471 47.20124666666667, 37.669002416088766 47.20124666666667, 37.669002416088766 47.201080000000005, 37.66841907628294 47.201080000000005, 37.66841907628294 47.20091333333333, 37.668252407766985 47.20091333333333, 37.668252407766985 47.201080000000005, 37.66808573925104 47.201080000000005, 37.66808573925104 47.20149666666667, 37.667752402219136 47.20149666666667, 37.667752402219136 47.201663333333336, 37.66791907073509 47.201663333333336, 37.66791907073509 47.20183))"
103,105.0,1,"POLYGON ((37.54558438002774 47.20124666666667, 37.54608438557559 47.20124666666667, 37.54608438557559 47.201080000000005, 37.54575104854369 47.201080000000005, 37.54575104854369 47.20091333333333, 37.54558438002774 47.20091333333333, 37.54558438002774 47.20124666666667))"
104,106.0,1,"POLYGON ((37.665919048543685 47.20124666666667, 37.666669056865466 47.20124666666667, 37.666669056865466 47.20091333333333, 37.666502388349514 47.20091333333333, 37.666502388349514 47.20074666666667, 37.665919048543685 47.20074666666667, 37.665919048543685 47.20124666666667))"
105,107.0,1,"POLYGON ((37.667169062413315 47.20124666666667, 37.66758573370319 47.20124666666667, 37.66758573370319 47.201080000000005, 37.667169062413315 47.201080000000005, 37.667169062413315 47.20124666666667))"
106,108.0,1,"POLYGON ((37.66341902080444 47.201080000000005, 37.663585689320385 47.201080000000005, 37.663585689320385 47.20074666666667, 37.66341902080444 47.20074666666667, 37.66341902080444 47.201080000000005))"
107,109.0,1,"POLYGON ((37.56033454368932 47.201080000000005, 37.56066788072122 47.201080000000005, 37.56066788072122 47.20074666666667, 37.559917872399446 47.20074666666667, 37.559917872399446 47.20091333333333, 37.56033454368932 47.20091333333333, 37.56033454368932 47.201080000000005))"
108,110.0,1,"POLYGON ((37.56116788626907 47.20091333333333, 37.56141788904299 47.20091333333333, 37.56141788904299 47.20074666666667, 37.56116788626907 47.20074666666667, 37.56116788626907 47.20091333333333))"
109,111.0,1,"POLYGON ((37.66400236061026 47.20124666666667, 37.66450236615811 47.20124666666667, 37.66450236615811 47.201080000000005, 37.66466903467406 47.201080000000005, 37.66466903467406 47.20074666666667, 37.66450236615811 47.20074666666667, 37.66450236615811 47.20058, 37.664169029126214 47.20058, 37.664169029126214 47.20091333333333, 37.66375235783634 47.20091333333333, 37.66375235783634 47.201080000000005, 37.66400236061026 47.201080000000005, 37.66400236061026 47.20124666666667))"
110,112.0,1,"POLYGON ((37.53966764771151 47.20091333333333, 37.53983431622746 47.20091333333333, 37.53983431622746 47.20058, 37.53966764771151 47.20058, 37.53966764771151 47.20091333333333))"
111,113.0,1,"POLYGON ((37.55383447156727 47.20074666666667, 37.55416780859917 47.20074666666667, 37.55416780859917 47.20058, 37.55383447156727 47.20058, 37.55383447156727 47.20074666666667))"
112,114.0,1,"POLYGON ((37.555251153952845 47.20074666666667, 37.55541782246879 47.20074666666667, 37.55541782246879 47.20041333333334, 37.555251153952845 47.20041333333334, 37.555251153952845 47.20074666666667))"
113,115.0,1,"POLYGON ((37.548834416088766 47.20058, 37.54900108460472 47.20058, 37.54900108460472 47.20041333333334, 37.548834416088766 47.20041333333334, 37.548834416088766 47.20058))"
114,116.0,1,"POLYGON ((37.55241778918169 47.20058, 37.552917794729545 47.20058, 37.552917794729545 47.20041333333334, 37.55241778918169 47.20041333333334, 37.55241778918169 47.20058))"
115,117.0,1,"POLYGON ((37.55308446324549 47.20058, 37.55366780305132 47.20058, 37.55366780305132 47.200163333333336, 37.553334466019415 47.200163333333336, 37.553334466019415 47.20041333333334, 37.55308446324549 47.20041333333334, 37.55308446324549 47.20058))"
116,118.0,1,"POLYGON ((37.665919048543685 47.20058, 37.66608571705964 47.20058, 37.66608571705964 47.20041333333334, 37.665919048543685 47.20041333333334, 37.665919048543685 47.20058))"
117,119.0,1,"POLYGON ((37.666502388349514 47.20058, 37.666669056865466 47.20058, 37.666669056865466 47.200163333333336, 37.666502388349514 47.200163333333336, 37.666502388349514 47.20058))"
118,120.0,1,"POLYGON ((37.664835703190015 47.20041333333334, 37.665252374479884 47.20041333333334, 37.665252374479884 47.200163333333336, 37.664835703190015 47.200163333333336, 37.664835703190015 47.20041333333334))"
119,121.0,1,"POLYGON ((37.54841774479889 47.20041333333334, 37.548834416088766 47.20041333333334, 37.548834416088766 47.200163333333336, 37.54858441331484 47.200163333333336, 37.54858441331484 47.19999666666667, 37.54841774479889 47.19999666666667, 37.54841774479889 47.20041333333334))"
120,122.0,1,"POLYGON ((37.56066788072122 47.20041333333334, 37.56141788904299 47.20041333333334, 37.56141788904299 47.19999666666667, 37.56100121775312 47.19999666666667, 37.56100121775312 47.19983, 37.56050121220527 47.19983, 37.56050121220527 47.200163333333336, 37.56066788072122 47.200163333333336, 37.56066788072122 47.20041333333334))"
121,123.0,1,"POLYGON ((37.66558571151179 47.200163333333336, 37.66608571705964 47.200163333333336, 37.66608571705964 47.19999666666667, 37.666502388349514 47.19999666666667, 37.666502388349514 47.19983, 37.66558571151179 47.19983, 37.66558571151179 47.200163333333336))"
122,124.0,1,"POLYGON ((37.66808573925104 47.200163333333336, 37.66841907628294 47.200163333333336, 37.66841907628294 47.19999666666667, 37.66808573925104 47.19999666666667, 37.66808573925104 47.200163333333336))"
123,125.0,1,"POLYGON ((37.55008442995839 47.19999666666667, 37.55025109847434 47.19999666666667, 37.55025109847434 47.19983, 37.55041776699029 47.19983, 37.55041776699029 47.19966333333333, 37.55008442995839 47.19966333333333, 37.55008442995839 47.19999666666667))"
124,126.0,1,"POLYGON ((37.67075243550624 47.19983, 37.67150244382802 47.19983, 37.67150244382802 47.19966333333333, 37.67075243550624 47.19966333333333, 37.67075243550624 47.19983))"
125,127.0,1,"POLYGON ((37.57933475450763 47.19966333333333, 37.57950142302358 47.19966333333333, 37.57950142302358 47.19949666666667, 37.57933475450763 47.19949666666667, 37.57933475450763 47.19966333333333))"
126,128.0,1,"POLYGON ((37.671835780859915 47.19966333333333, 37.67258578918169 47.19966333333333, 37.67258578918169 47.19949666666667, 37.672419120665744 47.19949666666667, 37.672419120665744 47.19933, 37.67225245214979 47.19933, 37.67225245214979 47.19949666666667, 37.671835780859915 47.19949666666667, 37.671835780859915 47.19966333333333))"
127,129.0,1,"POLYGON ((37.55116777531207 47.19949666666667, 37.55133444382802 47.19949666666667, 37.55133444382802 47.19933, 37.55116777531207 47.19933, 37.55116777531207 47.19949666666667))"
128,130.0,1,"POLYGON ((37.553334466019415 47.19933, 37.55366780305132 47.19933, 37.55366780305132 47.19916333333334, 37.55350113453537 47.19916333333334, 37.55350113453537 47.198746666666665, 37.553334466019415 47.198746666666665, 37.553334466019415 47.19933))"
129,131.0,1,"POLYGON ((37.66791907073509 47.19933, 37.668252407766985 47.19933, 37.668252407766985 47.19916333333334, 37.66791907073509 47.19916333333334, 37.66791907073509 47.19933))"
130,132.0,1,"POLYGON ((37.55433447711512 47.19916333333334, 37.554751148404996 47.19916333333334, 37.554751148404996 47.198746666666665, 37.554584479889044 47.198746666666665, 37.554584479889044 47.19891333333334, 37.55433447711512 47.19891333333334, 37.55433447711512 47.19916333333334))"
131,133.0,1,"POLYGON ((37.67008576144244 47.19933, 37.67041909847434 47.19933, 37.67041909847434 47.19916333333334, 37.67075243550624 47.19916333333334, 37.67075243550624 47.19891333333334, 37.67041909847434 47.19891333333334, 37.67041909847434 47.198746666666665, 37.66975242441054 47.198746666666665, 37.66975242441054 47.19891333333334, 37.67008576144244 47.19891333333334, 37.67008576144244 47.19933))"
132,134.0,1,"POLYGON ((37.54825107628294 47.198746666666665, 37.54858441331484 47.198746666666665, 37.54858441331484 47.19858, 37.54825107628294 47.19858, 37.54825107628294 47.198746666666665))"
133,135.0,1,"POLYGON ((37.553334466019415 47.19858, 37.55383447156727 47.19858, 37.55383447156727 47.198413333333335, 37.55366780305132 47.198413333333335, 37.55366780305132 47.198080000000004, 37.55350113453537 47.198080000000004, 37.55350113453537 47.19824666666667, 37.553334466019415 47.19824666666667, 37.553334466019415 47.19858))"
134,136.0,1,"POLYGON ((37.5577511816921 47.19858, 37.55850119001387 47.19858, 37.55850119001387 47.198413333333335, 37.5577511816921 47.198413333333335, 37.5577511816921 47.19858))"
135,137.0,1,"POLYGON ((37.669002416088766 47.19858, 37.66933575312066 47.19858, 37.66933575312066 47.198413333333335, 37.669002416088766 47.198413333333335, 37.669002416088766 47.19858))"
136,138.0,1,"POLYGON ((37.55416780859917 47.198413333333335, 37.55491781692094 47.198413333333335, 37.55491781692094 47.198080000000004, 37.554584479889044 47.198080000000004, 37.554584479889044 47.19783, 37.55433447711512 47.19783, 37.55433447711512 47.198080000000004, 37.55416780859917 47.198080000000004, 37.55416780859917 47.198413333333335))"
137,140.0,1,"POLYGON ((37.669002416088766 47.19824666666667, 37.66916908460471 47.19824666666667, 37.66916908460471 47.19783, 37.668835747572814 47.19783, 37.668835747572814 47.198080000000004, 37.669002416088766 47.198080000000004, 37.669002416088766 47.19824666666667))"
138,141.0,1,"POLYGON ((37.54391769486824 47.198080000000004, 37.544167697642166 47.198080000000004, 37.544167697642166 47.19766333333334, 37.54375102635229 47.19766333333334, 37.54375102635229 47.19783, 37.54391769486824 47.19783, 37.54391769486824 47.198080000000004))"
139,142.0,1,"POLYGON ((37.55025109847434 47.19783, 37.55041776699029 47.19783, 37.55041776699029 47.197496666666666, 37.55025109847434 47.197496666666666, 37.55025109847434 47.19783))"
140,143.0,1,"POLYGON ((37.56033454368932 47.19949666666667, 37.56066788072122 47.19949666666667, 37.56066788072122 47.19891333333334, 37.56100121775312 47.19891333333334, 37.56100121775312 47.19858, 37.56141788904299 47.19858, 37.56141788904299 47.19824666666667, 37.561584557558945 47.19824666666667, 37.561584557558945 47.198080000000004, 37.5617512260749 47.198080000000004, 37.5617512260749 47.19783, 37.56191789459085 47.19783, 37.56191789459085 47.197496666666666, 37.56141788904299 47.197496666666666, 37.56141788904299 47.19766333333334, 37.56116788626907 47.19766333333334, 37.56116788626907 47.19733, 37.55975120388349 47.19733, 37.55975120388349 47.197496666666666, 37.5594178668516 47.197496666666666, 37.5594178668516 47.19783, 37.55908452981969 47.19783, 37.55908452981969 47.19858, 37.55883452704577 47.19858, 37.55883452704577 47.198746666666665, 37.55958453536755 47.198746666666665, 37.55958453536755 47.19891333333334, 37.5600845409154 47.19891333333334, 37.5600845409154 47.19916333333334, 37.56033454368932 47.19916333333334, 37.56033454368932 47.19949666666667), (37.5600845409154 47.198413333333335, 37.5600845409154 47.19824666666667, 37.56033454368932 47.19824666666667, 37.56033454368932 47.19783, 37.56083454923717 47.19783, 37.56083454923717 47.197496666666666, 37.56100121775312 47.197496666666666, 37.56100121775312 47.19783, 37.56116788626907 47.19783, 37.56116788626907 47.19824666666667, 37.56100121775312 47.19824666666667, 37.56100121775312 47.198413333333335, 37.5600845409154 47.198413333333335))"
141,144.0,1,"POLYGON ((37.546501056865466 47.197496666666666, 37.54683439389736 47.197496666666666, 37.54683439389736 47.19733, 37.546501056865466 47.19733, 37.546501056865466 47.197496666666666))"
142,145.0,1,"POLYGON ((37.553334466019415 47.197496666666666, 37.55366780305132 47.197496666666666, 37.55366780305132 47.19733, 37.553334466019415 47.19733, 37.553334466019415 47.197496666666666))"
143,146.0,1,"POLYGON ((37.55366780305132 47.19733, 37.55416780859917 47.19733, 37.55416780859917 47.19699666666667, 37.55383447156727 47.19699666666667, 37.55383447156727 47.197163333333336, 37.55366780305132 47.197163333333336, 37.55366780305132 47.19733))"
144,147.0,1,"POLYGON ((37.543417689320385 47.197163333333336, 37.54358435783634 47.197163333333336, 37.54358435783634 47.19699666666667, 37.543417689320385 47.19699666666667, 37.543417689320385 47.197163333333336))"
145,148.0,1,"POLYGON ((37.576834726768375 47.197163333333336, 37.57716806380028 47.197163333333336, 37.57716806380028 47.19699666666667, 37.576834726768375 47.19699666666667, 37.576834726768375 47.197163333333336))"
146,149.0,1,"POLYGON ((37.55025109847434 47.19699666666667, 37.55041776699029 47.19699666666667, 37.55041776699029 47.19674666666667, 37.55025109847434 47.19674666666667, 37.55025109847434 47.19699666666667))"
147,150.0,1,"POLYGON ((37.551667780859916 47.19699666666667, 37.55183444937587 47.19699666666667, 37.55183444937587 47.19674666666667, 37.551667780859916 47.19674666666667, 37.551667780859916 47.19699666666667))"
148,151.0,1,"POLYGON ((37.553334466019415 47.19699666666667, 37.55350113453537 47.19699666666667, 37.55350113453537 47.19674666666667, 37.553334466019415 47.19674666666667, 37.553334466019415 47.19699666666667))"
149,152.0,1,"POLYGON ((37.667752402219136 47.19699666666667, 37.66791907073509 47.19699666666667, 37.66791907073509 47.19674666666667, 37.66808573925104 47.19674666666667, 37.66808573925104 47.196580000000004, 37.667752402219136 47.196580000000004, 37.667752402219136 47.19699666666667))"
150,153.0,1,"POLYGON ((37.54266768099861 47.19674666666667, 37.54291768377254 47.19674666666667, 37.54291768377254 47.196580000000004, 37.54266768099861 47.196580000000004, 37.54266768099861 47.19674666666667))"
151,154.0,1,"POLYGON ((37.53966764771151 47.196580000000004, 37.540000984743415 47.196580000000004, 37.540000984743415 47.19624666666667, 37.53966764771151 47.19624666666667, 37.53966764771151 47.196580000000004))"
152,155.0,1,"POLYGON ((37.54375102635229 47.19641333333333, 37.54433436615811 47.19641333333333, 37.54433436615811 47.19624666666667, 37.54375102635229 47.19624666666667, 37.54375102635229 47.19641333333333))"
153,156.0,1,"POLYGON ((37.66758573370319 47.19641333333333, 37.667752402219136 47.19641333333333, 37.667752402219136 47.19624666666667, 37.66758573370319 47.19624666666667, 37.66758573370319 47.19641333333333))"
154,157.0,1,"POLYGON ((37.54075099306519 47.19624666666667, 37.54091766158114 47.19624666666667, 37.54091766158114 47.19608, 37.54075099306519 47.19608, 37.54075099306519 47.19624666666667))"
155,158.0,1,"POLYGON ((37.54325102080444 47.19624666666667, 37.54375102635229 47.19624666666667, 37.54375102635229 47.19608, 37.54325102080444 47.19608, 37.54325102080444 47.19624666666667))"
156,159.0,1,"POLYGON ((37.51991742857143 47.19608, 37.52025076560333 47.19608, 37.52025076560333 47.19591333333334, 37.51991742857143 47.19591333333334, 37.51991742857143 47.19608))"
157,160.0,1,"POLYGON ((37.52041743411928 47.19608, 37.520584102635226 47.19608, 37.520584102635226 47.19591333333334, 37.52041743411928 47.19591333333334, 37.52041743411928 47.19608))"
158,161.0,1,"POLYGON ((37.54075099306519 47.19591333333334, 37.54091766158114 47.19591333333334, 37.54091766158114 47.195746666666665, 37.541084330097085 47.195746666666665, 37.541084330097085 47.19549666666667, 37.540500990291264 47.19549666666667, 37.540500990291264 47.195746666666665, 37.54075099306519 47.195746666666665, 37.54075099306519 47.19591333333334))"
159,162.0,1,"POLYGON ((37.54216767545076 47.195746666666665, 37.542334343966715 47.195746666666665, 37.542334343966715 47.19549666666667, 37.54216767545076 47.19549666666667, 37.54216767545076 47.195746666666665))"
160,163.0,1,"POLYGON ((37.554584479889044 47.195746666666665, 37.554751148404996 47.195746666666665, 37.554751148404996 47.19549666666667, 37.554584479889044 47.19549666666667, 37.554584479889044 47.195746666666665))"
161,164.0,1,"POLYGON ((37.541834338418866 47.19591333333334, 37.54200100693481 47.19591333333334, 37.54200100693481 47.19549666666667, 37.541834338418866 47.19549666666667, 37.541834338418866 47.19533, 37.54158433564494 47.19533, 37.54158433564494 47.19516333333333, 37.54141766712899 47.19516333333333, 37.54141766712899 47.19533, 37.54125099861304 47.19533, 37.54125099861304 47.19549666666667, 37.54141766712899 47.19549666666667, 37.54141766712899 47.195746666666665, 37.541834338418866 47.195746666666665, 37.541834338418866 47.19591333333334))"
