,fid,DN,geometry
5160,5843.0,1,"POLYGON ((37.51791740638003 47.107996666666665, 37.518250743411926 47.107996666666665, 37.518250743411926 47.10783, 37.51841741192788 47.10783, 37.51841741192788 47.10749666666667, 37.51858408044383 47.10749666666667, 37.51858408044383 47.10699666666667, 37.51841741192788 47.10699666666667, 37.51841741192788 47.106413333333336, 37.51808407489598 47.106413333333336, 37.51808407489598 47.10658, 37.51775073786408 47.10658, 37.51775073786408 47.106413333333336, 37.517167398058255 47.106413333333336, 37.517167398058255 47.10658, 37.5170007295423 47.10658, 37.5170007295423 47.106746666666666, 37.51683406102635 47.106746666666666, 37.51683406102635 47.10716333333333, 37.5170007295423 47.10716333333333, 37.5170007295423 47.10733, 37.517167398058255 47.10733, 37.517167398058255 47.10716333333333, 37.5173340665742 47.10716333333333, 37.5173340665742 47.10749666666667, 37.517584069348125 47.10749666666667, 37.517584069348125 47.107663333333335, 37.51791740638003 47.107663333333335, 37.51791740638003 47.107996666666665), (37.5173340665742 47.10716333333333, 37.5173340665742 47.10699666666667, 37.51775073786408 47.10699666666667, 37.51775073786408 47.106746666666666, 37.51791740638003 47.106746666666666, 37.51791740638003 47.10716333333333, 37.51808407489598 47.10716333333333, 37.51808407489598 47.10733, 37.517584069348125 47.10733, 37.517584069348125 47.10716333333333, 37.5173340665742 47.10716333333333))"
5161,5844.0,1,"POLYGON ((37.45283335090153 47.10699666666667, 37.45308335367545 47.10699666666667, 37.45308335367545 47.106413333333336, 37.45283335090153 47.106413333333336, 37.45283335090153 47.10699666666667))"
5162,5845.0,1,"POLYGON ((37.51541737864078 47.10716333333333, 37.51625072122053 47.10716333333333, 37.51625072122053 47.10699666666667, 37.51558404715673 47.10699666666667, 37.51558404715673 47.106413333333336, 37.51541737864078 47.106413333333336, 37.51541737864078 47.106746666666666, 37.51516737586685 47.106746666666666, 37.51516737586685 47.10699666666667, 37.51541737864078 47.10699666666667, 37.51541737864078 47.10716333333333))"
5163,5847.0,1,"POLYGON ((37.544667703190015 47.10699666666667, 37.54483437170597 47.10699666666667, 37.54483437170597 47.10658, 37.544667703190015 47.10658, 37.544667703190015 47.10699666666667))"
5164,5848.0,1,"POLYGON ((37.54666772538142 47.10699666666667, 37.54716773092927 47.10699666666667, 37.54716773092927 47.106746666666666, 37.547001062413315 47.106746666666666, 37.547001062413315 47.10658, 37.54666772538142 47.10658, 37.54666772538142 47.10699666666667))"
5165,5849.0,1,"POLYGON ((37.55616783079057 47.10749666666667, 37.55675117059639 47.10749666666667, 37.55675117059639 47.10733, 37.557084507628296 47.10733, 37.557084507628296 47.106746666666666, 37.556917839112344 47.106746666666666, 37.556917839112344 47.106413333333336, 37.55725117614424 47.106413333333336, 37.55725117614424 47.106246666666664, 37.55741784466019 47.106246666666664, 37.55741784466019 47.10608, 37.55675117059639 47.10608, 37.55675117059639 47.106413333333336, 37.55600116227462 47.106413333333336, 37.55600116227462 47.106746666666666, 37.55566782524272 47.106746666666666, 37.55566782524272 47.10699666666667, 37.55600116227462 47.10699666666667, 37.55600116227462 47.10733, 37.55616783079057 47.10733, 37.55616783079057 47.10749666666667))"
5166,5850.0,1,"POLYGON ((37.591418221914005 47.10699666666667, 37.59158489042996 47.10699666666667, 37.59158489042996 47.10658, 37.591418221914005 47.10658, 37.591418221914005 47.10699666666667))"
5167,5851.0,1,"POLYGON ((37.64041876560333 47.10699666666667, 37.64100210540915 47.10699666666667, 37.64100210540915 47.106746666666666, 37.6411687739251 47.106746666666666, 37.6411687739251 47.10658, 37.64100210540915 47.10658, 37.64100210540915 47.106413333333336, 37.640752102635226 47.106413333333336, 37.640752102635226 47.10658, 37.64041876560333 47.10658, 37.64041876560333 47.10699666666667))"
5168,5852.0,1,"POLYGON ((37.662502343966715 47.11058, 37.66266901248266 47.11058, 37.66266901248266 47.11016333333333, 37.663085683772536 47.11016333333333, 37.663085683772536 47.10999666666667, 37.66325235228849 47.10999666666667, 37.66325235228849 47.109496666666665, 37.66341902080444 47.109496666666665, 37.66341902080444 47.10999666666667, 37.66375235783634 47.10999666666667, 37.66375235783634 47.11016333333333, 37.66400236061026 47.11016333333333, 37.66400236061026 47.11058, 37.66433569764216 47.11058, 37.66433569764216 47.11016333333333, 37.665252374479884 47.11016333333333, 37.665252374479884 47.109496666666665, 37.66508570596394 47.109496666666665, 37.66508570596394 47.10933, 37.665252374479884 47.10933, 37.665252374479884 47.108913333333334, 37.665419042995836 47.108913333333334, 37.665419042995836 47.11016333333333, 37.66558571151179 47.11016333333333, 37.66558571151179 47.10999666666667, 37.66608571705964 47.10999666666667, 37.66608571705964 47.109496666666665, 37.66633571983356 47.109496666666665, 37.66633571983356 47.10908, 37.66683572538141 47.10908, 37.66683572538141 47.108913333333334, 37.66608571705964 47.108913333333334, 37.66608571705964 47.10933, 37.665919048543685 47.10933, 37.665919048543685 47.10966333333333, 37.66575238002774 47.10966333333333, 37.66575238002774 47.10908, 37.66558571151179 47.10908, 37.66558571151179 47.10874666666667, 37.665252374479884 47.10874666666667, 37.665252374479884 47.108579999999996, 37.66508570596394 47.108579999999996, 37.66508570596394 47.10874666666667, 37.66466903467406 47.10874666666667, 37.66466903467406 47.108579999999996, 37.664835703190015 47.108579999999996, 37.664835703190015 47.10841333333333, 37.66466903467406 47.10841333333333, 37.66466903467406 47.108246666666666, 37.66508570596394 47.108246666666666, 37.66508570596394 47.107996666666665, 37.664835703190015 47.107996666666665, 37.664835703190015 47.10749666666667, 37.66466903467406 47.10749666666667, 37.66466903467406 47.106746666666666, 37.66450236615811 47.106746666666666, 37.66450236615811 47.10658, 37.664169029126214 47.10658, 37.664169029126214 47.10699666666667, 37.66400236061026 47.10699666666667, 37.66400236061026 47.10716333333333, 37.66375235783634 47.10716333333333, 37.66375235783634 47.10733, 37.66325235228849 47.10733, 37.66325235228849 47.10716333333333, 37.662919015256584 47.10716333333333, 37.662919015256584 47.10658, 37.66266901248266 47.10658, 37.66266901248266 47.106413333333336, 37.662502343966715 47.106413333333336, 37.662502343966715 47.10608, 37.66216900693481 47.10608, 37.66216900693481 47.106246666666664, 37.66183566990291 47.106246666666664, 37.66183566990291 47.106413333333336, 37.66141899861304 47.106413333333336, 37.66141899861304 47.10658, 37.661252330097085 47.10658, 37.661252330097085 47.106746666666666, 37.66091899306519 47.106746666666666, 37.66091899306519 47.10699666666667, 37.66108566158113 47.10699666666667, 37.66108566158113 47.10716333333333, 37.66091899306519 47.10716333333333, 37.66091899306519 47.10733, 37.66108566158113 47.10733, 37.66108566158113 47.10749666666667, 37.660752324549236 47.10749666666667, 37.660752324549236 47.10699666666667, 37.660585656033284 47.10699666666667, 37.660585656033284 47.106746666666666, 37.65983564771151 47.106746666666666, 37.65983564771151 47.10658, 37.65966897919556 47.10658, 37.65966897919556 47.106746666666666, 37.65950231067961 47.106746666666666, 37.65950231067961 47.10733, 37.65966897919556 47.10733, 37.65966897919556 47.10699666666667, 37.65983564771151 47.10699666666667, 37.65983564771151 47.10716333333333, 37.66000231622746 47.10716333333333, 37.66000231622746 47.10699666666667, 37.66033565325936 47.10699666666667, 37.66033565325936 47.107663333333335, 37.660752324549236 47.107663333333335, 37.660752324549236 47.10783, 37.66108566158113 47.10783, 37.66108566158113 47.107996666666665, 37.661252330097085 47.107996666666665, 37.661252330097085 47.10874666666667, 37.66141899861304 47.10874666666667, 37.66141899861304 47.108913333333334, 37.66200233841886 47.108913333333334, 37.66200233841886 47.10933, 37.66266901248266 47.10933, 37.66266901248266 47.109496666666665, 37.662919015256584 47.109496666666665, 37.662919015256584 47.10966333333333, 37.66266901248266 47.10966333333333, 37.66266901248266 47.10983, 37.662502343966715 47.10983, 37.662502343966715 47.11058), (37.66400236061026 47.11016333333333, 37.66400236061026 47.10999666666667, 37.664169029126214 47.10999666666667, 37.664169029126214 47.11016333333333, 37.66400236061026 47.11016333333333), (37.66433569764216 47.10999666666667, 37.66433569764216 47.10966333333333, 37.664169029126214 47.10966333333333, 37.664169029126214 47.10983, 37.66400236061026 47.10983, 37.66400236061026 47.109496666666665, 37.664169029126214 47.109496666666665, 37.664169029126214 47.10908, 37.66450236615811 47.10908, 37.66450236615811 47.10999666666667, 37.66433569764216 47.10999666666667), (37.663085683772536 47.10933, 37.663085683772536 47.10908, 37.662919015256584 47.10908, 37.662919015256584 47.108913333333334, 37.66266901248266 47.108913333333334, 37.66266901248266 47.108579999999996, 37.663085683772536 47.108579999999996, 37.663085683772536 47.108913333333334, 37.66341902080444 47.108913333333334, 37.66341902080444 47.10908, 37.66325235228849 47.10908, 37.66325235228849 47.10933, 37.663085683772536 47.10933), (37.66200233841886 47.10874666666667, 37.66200233841886 47.108246666666666, 37.66183566990291 47.108246666666666, 37.66183566990291 47.10783, 37.66233567545076 47.10783, 37.66233567545076 47.108579999999996, 37.662502343966715 47.108579999999996, 37.662502343966715 47.10874666666667, 37.66200233841886 47.10874666666667), (37.66325235228849 47.10841333333333, 37.66341902080444 47.10841333333333, 37.66341902080444 47.108579999999996, 37.66325235228849 47.108579999999996, 37.66325235228849 47.10841333333333), (37.66325235228849 47.10841333333333, 37.663085683772536 47.10841333333333, 37.663085683772536 47.10783, 37.662502343966715 47.10783, 37.662502343966715 47.107663333333335, 37.663585689320385 47.107663333333335, 37.663585689320385 47.107996666666665, 37.66325235228849 47.107996666666665, 37.66325235228849 47.10841333333333), (37.66266901248266 47.108246666666666, 37.66266901248266 47.107996666666665, 37.662919015256584 47.107996666666665, 37.662919015256584 47.108246666666666, 37.66266901248266 47.108246666666666), (37.664169029126214 47.108246666666666, 37.664169029126214 47.107996666666665, 37.66450236615811 47.107996666666665, 37.66450236615811 47.108246666666666, 37.664169029126214 47.108246666666666), (37.66141899861304 47.107996666666665, 37.66141899861304 47.10783, 37.66166900138696 47.10783, 37.66166900138696 47.107996666666665, 37.66141899861304 47.107996666666665), (37.661252330097085 47.10749666666667, 37.661252330097085 47.10733, 37.66141899861304 47.10733, 37.66141899861304 47.10749666666667, 37.661252330097085 47.10749666666667), (37.664169029126214 47.10749666666667, 37.664169029126214 47.10733, 37.66433569764216 47.10733, 37.66433569764216 47.10749666666667, 37.664169029126214 47.10749666666667), (37.66183566990291 47.10733, 37.66183566990291 47.10716333333333, 37.66216900693481 47.10716333333333, 37.66216900693481 47.10733, 37.66183566990291 47.10733))"
5169,5853.0,1,"POLYGON ((37.665252374479884 47.10699666666667, 37.66558571151179 47.10699666666667, 37.66558571151179 47.106746666666666, 37.665419042995836 47.106746666666666, 37.665419042995836 47.10658, 37.665252374479884 47.10658, 37.665252374479884 47.10699666666667))"
5170,5854.0,1,"POLYGON ((37.5100006518724 47.107996666666665, 37.51075066019418 47.107996666666665, 37.51075066019418 47.10783, 37.5103339889043 47.10783, 37.5103339889043 47.107663333333335, 37.51050065742025 47.107663333333335, 37.51050065742025 47.10749666666667, 37.5103339889043 47.10749666666667, 37.5103339889043 47.106746666666666, 37.51016732038835 47.106746666666666, 37.51016732038835 47.10658, 37.50983398335645 47.10658, 37.50983398335645 47.106746666666666, 37.5100006518724 47.106746666666666, 37.5100006518724 47.10749666666667, 37.50983398335645 47.10749666666667, 37.50983398335645 47.10783, 37.5100006518724 47.10783, 37.5100006518724 47.107996666666665))"
5171,5855.0,1,"POLYGON ((37.515917384188626 47.106746666666666, 37.516500723994454 47.106746666666666, 37.516500723994454 47.10658, 37.515917384188626 47.10658, 37.515917384188626 47.106746666666666))"
5172,5856.0,1,"POLYGON ((37.53908430790569 47.106746666666666, 37.53950097919556 47.106746666666666, 37.53950097919556 47.106413333333336, 37.53908430790569 47.106413333333336, 37.53908430790569 47.106746666666666))"
5173,5857.0,1,"POLYGON ((37.544167697642166 47.106746666666666, 37.54450103467406 47.106746666666666, 37.54450103467406 47.106413333333336, 37.544167697642166 47.106413333333336, 37.544167697642166 47.106746666666666))"
5174,5859.0,1,"POLYGON ((37.54775107073509 47.106746666666666, 37.54791773925104 47.106746666666666, 37.54791773925104 47.106413333333336, 37.54775107073509 47.106413333333336, 37.54775107073509 47.106746666666666))"
5175,5864.0,1,"POLYGON ((37.63033532038835 47.10733, 37.630918660194176 47.10733, 37.630918660194176 47.10699666666667, 37.63108532871012 47.10699666666667, 37.63108532871012 47.10658, 37.630751991678224 47.10658, 37.630751991678224 47.106413333333336, 37.63058532316227 47.106413333333336, 37.63058532316227 47.106746666666666, 37.630751991678224 47.106746666666666, 37.630751991678224 47.10699666666667, 37.63033532038835 47.10699666666667, 37.63033532038835 47.10733))"
5176,5865.0,1,"POLYGON ((37.6318353370319 47.106746666666666, 37.63200200554785 47.106746666666666, 37.63200200554785 47.10658, 37.6318353370319 47.10658, 37.6318353370319 47.106746666666666))"
5177,5866.0,1,"POLYGON ((37.63266867961165 47.11033, 37.633252019417476 47.11033, 37.633252019417476 47.10999666666667, 37.633752024965325 47.10999666666667, 37.633752024965325 47.10983, 37.63433536477115 47.10983, 37.63433536477115 47.10966333333333, 37.6341686962552 47.10966333333333, 37.6341686962552 47.109496666666665, 37.6345020332871 47.109496666666665, 37.6345020332871 47.108246666666666, 37.634835370319 47.108246666666666, 37.634835370319 47.107996666666665, 37.63466870180305 47.107996666666665, 37.63466870180305 47.10749666666667, 37.63341868793343 47.10749666666667, 37.63341868793343 47.10733, 37.63358535644937 47.10733, 37.63358535644937 47.10699666666667, 37.63433536477115 47.10699666666667, 37.63433536477115 47.10716333333333, 37.634835370319 47.10716333333333, 37.634835370319 47.10733, 37.63500203883495 47.10733, 37.63500203883495 47.10716333333333, 37.63525204160887 47.10716333333333, 37.63525204160887 47.10699666666667, 37.63500203883495 47.10699666666667, 37.63500203883495 47.106746666666666, 37.634835370319 47.106746666666666, 37.634835370319 47.106413333333336, 37.63466870180305 47.106413333333336, 37.63466870180305 47.106246666666664, 37.6345020332871 47.106246666666664, 37.6345020332871 47.106413333333336, 37.63433536477115 47.106413333333336, 37.63433536477115 47.10658, 37.63291868238557 47.10658, 37.63291868238557 47.106746666666666, 37.633252019417476 47.106746666666666, 37.633252019417476 47.10733, 37.6325020110957 47.10733, 37.6325020110957 47.10749666666667, 37.63291868238557 47.10749666666667, 37.63291868238557 47.10783, 37.633252019417476 47.10783, 37.633252019417476 47.107996666666665, 37.63341868793343 47.107996666666665, 37.63341868793343 47.10841333333333, 37.63400202773925 47.10841333333333, 37.63400202773925 47.108579999999996, 37.63341868793343 47.108579999999996, 37.63341868793343 47.108913333333334, 37.633752024965325 47.108913333333334, 37.633752024965325 47.10908, 37.63358535644937 47.10908, 37.63358535644937 47.109496666666665, 37.633252019417476 47.109496666666665, 37.633252019417476 47.10966333333333, 37.63291868238557 47.10966333333333, 37.63291868238557 47.10999666666667, 37.6325020110957 47.10999666666667, 37.6325020110957 47.11016333333333, 37.63266867961165 47.11016333333333, 37.63266867961165 47.11033), (37.63358535644937 47.10699666666667, 37.63341868793343 47.10699666666667, 37.63341868793343 47.106746666666666, 37.63358535644937 47.106746666666666, 37.63358535644937 47.10699666666667), (37.6341686962552 47.10874666666667, 37.6341686962552 47.107996666666665, 37.63400202773925 47.107996666666665, 37.63400202773925 47.108246666666666, 37.63358535644937 47.108246666666666, 37.63358535644937 47.107996666666665, 37.633752024965325 47.107996666666665, 37.633752024965325 47.10783, 37.6345020332871 47.10783, 37.6345020332871 47.107996666666665, 37.63433536477115 47.107996666666665, 37.63433536477115 47.10874666666667, 37.6341686962552 47.10874666666667))"
5178,5867.0,1,"POLYGON ((37.63525204160887 47.106746666666666, 37.635418710124824 47.106746666666666, 37.635418710124824 47.10658, 37.63525204160887 47.10658, 37.63525204160887 47.106746666666666))"
5179,5868.0,1,"POLYGON ((37.63591871567267 47.106746666666666, 37.636085384188625 47.106746666666666, 37.636085384188625 47.10658, 37.63591871567267 47.10658, 37.63591871567267 47.106746666666666))"
5180,5869.0,1,"POLYGON ((37.637752069348124 47.107996666666665, 37.63808540638003 47.107996666666665, 37.63808540638003 47.10783, 37.63791873786408 47.10783, 37.63791873786408 47.107663333333335, 37.638418743411926 47.107663333333335, 37.638418743411926 47.10749666666667, 37.63825207489597 47.10749666666667, 37.63825207489597 47.10733, 37.638418743411926 47.10733, 37.638418743411926 47.10716333333333, 37.63866874618585 47.10716333333333, 37.63866874618585 47.10699666666667, 37.639002083217754 47.10699666666667, 37.639002083217754 47.10658, 37.6388354147018 47.10658, 37.6388354147018 47.106413333333336, 37.638418743411926 47.106413333333336, 37.638418743411926 47.10658, 37.63825207489597 47.10658, 37.63825207489597 47.106413333333336, 37.637752069348124 47.106413333333336, 37.637752069348124 47.106746666666666, 37.63758540083218 47.106746666666666, 37.63758540083218 47.106413333333336, 37.63733539805825 47.106413333333336, 37.63733539805825 47.106246666666664, 37.63700206102635 47.106246666666664, 37.63700206102635 47.106413333333336, 37.6368353925104 47.106413333333336, 37.6368353925104 47.106746666666666, 37.6371687295423 47.106746666666666, 37.6371687295423 47.10733, 37.63733539805825 47.10733, 37.63733539805825 47.107663333333335, 37.63758540083218 47.107663333333335, 37.63758540083218 47.10783, 37.637752069348124 47.10783, 37.637752069348124 47.107996666666665))"
5181,5870.0,1,"POLYGON ((37.64166877947295 47.106746666666666, 37.6418354479889 47.106746666666666, 37.6418354479889 47.106413333333336, 37.64166877947295 47.106413333333336, 37.64166877947295 47.106746666666666))"
5182,5871.0,1,"POLYGON ((37.64400213869625 47.106746666666666, 37.64475214701803 47.106746666666666, 37.64475214701803 47.106413333333336, 37.64491881553398 47.106413333333336, 37.64491881553398 47.106246666666664, 37.64458547850208 47.106246666666664, 37.64458547850208 47.106413333333336, 37.6441688072122 47.106413333333336, 37.6441688072122 47.10658, 37.64400213869625 47.10658, 37.64400213869625 47.106746666666666))"
5183,5872.0,1,"POLYGON ((37.64491881553398 47.106746666666666, 37.64508548404993 47.106746666666666, 37.64508548404993 47.106413333333336, 37.64491881553398 47.106413333333336, 37.64491881553398 47.106746666666666))"
5184,5873.0,1,"POLYGON ((37.64741884327323 47.106746666666666, 37.64758551178918 47.106746666666666, 37.64758551178918 47.10658, 37.64741884327323 47.10658, 37.64741884327323 47.106746666666666))"
5185,5874.0,1,"POLYGON ((37.67225245214979 47.106746666666666, 37.67258578918169 47.106746666666666, 37.67258578918169 47.106413333333336, 37.67225245214979 47.106413333333336, 37.67225245214979 47.106746666666666))"
5186,5875.0,1,"POLYGON ((37.67508581692094 47.106746666666666, 37.67550248821082 47.106746666666666, 37.67550248821082 47.10658, 37.67508581692094 47.10658, 37.67508581692094 47.106746666666666))"
5187,5876.0,1,"POLYGON ((37.47733362274619 47.10658, 37.47750029126214 47.10658, 37.47750029126214 47.106413333333336, 37.47733362274619 47.106413333333336, 37.47733362274619 47.10658))"
5188,5879.0,1,"POLYGON ((37.51141733425798 47.10658, 37.51158400277392 47.10658, 37.51158400277392 47.106413333333336, 37.51141733425798 47.106413333333336, 37.51141733425798 47.10658))"
5189,5880.0,1,"POLYGON ((37.51575071567268 47.10658, 37.515917384188626 47.10658, 37.515917384188626 47.106413333333336, 37.51575071567268 47.106413333333336, 37.51575071567268 47.10658))"
5190,5884.0,1,"POLYGON ((37.52900086269071 47.10658, 37.52925086546463 47.10658, 37.52925086546463 47.106413333333336, 37.52900086269071 47.106413333333336, 37.52900086269071 47.10658))"
5191,5885.0,1,"POLYGON ((37.534584257975034 47.10658, 37.53500092926491 47.10658, 37.53500092926491 47.106413333333336, 37.534584257975034 47.106413333333336, 37.534584257975034 47.10658))"
5192,5886.0,1,"POLYGON ((37.54775107073509 47.107663333333335, 37.54791773925104 47.107663333333335, 37.54791773925104 47.10749666666667, 37.54808440776699 47.10749666666667, 37.54808440776699 47.10733, 37.54791773925104 47.10733, 37.54791773925104 47.10699666666667, 37.54775107073509 47.10699666666667, 37.54775107073509 47.106746666666666, 37.547584402219144 47.106746666666666, 37.547584402219144 47.106413333333336, 37.547001062413315 47.106413333333336, 37.547001062413315 47.10658, 37.54716773092927 47.10658, 37.54716773092927 47.106746666666666, 37.54733439944521 47.106746666666666, 37.54733439944521 47.10699666666667, 37.547584402219144 47.10699666666667, 37.547584402219144 47.10733, 37.54775107073509 47.10733, 37.54775107073509 47.107663333333335))"
5193,5887.0,1,"POLYGON ((37.55183444937587 47.10749666666667, 37.55241778918169 47.10749666666667, 37.55241778918169 47.10733, 37.55258445769764 47.10733, 37.55258445769764 47.10749666666667, 37.55366780305132 47.10749666666667, 37.55366780305132 47.10733, 37.55383447156727 47.10733, 37.55383447156727 47.10716333333333, 37.55433447711512 47.10716333333333, 37.55433447711512 47.10699666666667, 37.55416780859917 47.10699666666667, 37.55416780859917 47.106413333333336, 37.554001140083216 47.106413333333336, 37.554001140083216 47.106746666666666, 37.55366780305132 47.106746666666666, 37.55366780305132 47.10658, 37.553334466019415 47.10658, 37.553334466019415 47.106413333333336, 37.552917794729545 47.106413333333336, 37.552917794729545 47.106246666666664, 37.55275112621359 47.106246666666664, 37.55275112621359 47.106413333333336, 37.55258445769764 47.106413333333336, 37.55258445769764 47.10658, 37.552917794729545 47.10658, 37.552917794729545 47.10699666666667, 37.55258445769764 47.10699666666667, 37.55258445769764 47.106746666666666, 37.552251120665744 47.106746666666666, 37.552251120665744 47.10699666666667, 37.55200111789182 47.10699666666667, 37.55200111789182 47.10716333333333, 37.55183444937587 47.10716333333333, 37.55183444937587 47.10699666666667, 37.551667780859916 47.10699666666667, 37.551667780859916 47.10733, 37.55183444937587 47.10733, 37.55183444937587 47.10749666666667))"
5194,5890.0,1,"POLYGON ((37.61400180582524 47.10658, 37.614418477115116 47.10658, 37.614418477115116 47.106413333333336, 37.61400180582524 47.106413333333336, 37.61400180582524 47.10658))"
5195,5891.0,1,"POLYGON ((37.63233534257975 47.10658, 37.63291868238557 47.10658, 37.63291868238557 47.106413333333336, 37.63233534257975 47.106413333333336, 37.63233534257975 47.10658))"
5196,5892.0,1,"POLYGON ((37.63933542024965 47.106746666666666, 37.63975209153953 47.106746666666666, 37.63975209153953 47.10658, 37.6395020887656 47.10658, 37.6395020887656 47.106413333333336, 37.639002083217754 47.106413333333336, 37.639002083217754 47.10658, 37.63933542024965 47.10658, 37.63933542024965 47.106746666666666))"
5197,5893.0,1,"POLYGON ((37.65875230235783 47.106746666666666, 37.658918970873785 47.106746666666666, 37.658918970873785 47.106413333333336, 37.65858563384189 47.106413333333336, 37.65858563384189 47.10658, 37.65875230235783 47.10658, 37.65875230235783 47.106746666666666))"
5198,5894.0,1,"POLYGON ((37.66700239389736 47.10658, 37.667169062413315 47.10658, 37.667169062413315 47.106413333333336, 37.66700239389736 47.106413333333336, 37.66700239389736 47.10658))"
5199,5895.0,1,"POLYGON ((37.66741906518724 47.10658, 37.66758573370319 47.10658, 37.66758573370319 47.106413333333336, 37.66741906518724 47.106413333333336, 37.66741906518724 47.10658))"
5200,5896.0,1,"POLYGON ((37.66975242441054 47.10658, 37.66991909292649 47.10658, 37.66991909292649 47.106413333333336, 37.66975242441054 47.106413333333336, 37.66975242441054 47.10658))"
5201,5899.0,1,"POLYGON ((37.52975087101248 47.106413333333336, 37.530084208044386 47.106413333333336, 37.530084208044386 47.106246666666664, 37.52975087101248 47.106246666666664, 37.52975087101248 47.106413333333336))"
5202,5900.0,1,"POLYGON ((37.543417689320385 47.106413333333336, 37.54358435783634 47.106413333333336, 37.54358435783634 47.106246666666664, 37.543417689320385 47.106246666666664, 37.543417689320385 47.106413333333336))"
5203,5901.0,1,"POLYGON ((37.552251120665744 47.106413333333336, 37.55258445769764 47.106413333333336, 37.55258445769764 47.106246666666664, 37.552251120665744 47.106246666666664, 37.552251120665744 47.106413333333336))"
5204,5902.0,1,"POLYGON ((37.55416780859917 47.106413333333336, 37.55433447711512 47.106413333333336, 37.55433447711512 47.106246666666664, 37.55416780859917 47.106246666666664, 37.55416780859917 47.106413333333336))"
5205,5903.0,1,"POLYGON ((37.585084818307905 47.106413333333336, 37.58525148682386 47.106413333333336, 37.58525148682386 47.106246666666664, 37.585084818307905 47.106246666666664, 37.585084818307905 47.106413333333336))"
5206,5904.0,1,"POLYGON ((37.592668235783634 47.10658, 37.59300157281553 47.10658, 37.59300157281553 47.106413333333336, 37.592834904299586 47.106413333333336, 37.592834904299586 47.106246666666664, 37.59250156726768 47.106246666666664, 37.59250156726768 47.106413333333336, 37.592668235783634 47.106413333333336, 37.592668235783634 47.10658))"
5207,5905.0,1,"POLYGON ((37.59983498196949 47.106413333333336, 37.600168319001384 47.106413333333336, 37.600168319001384 47.106246666666664, 37.59983498196949 47.106246666666664, 37.59983498196949 47.106413333333336))"
5208,5906.0,1,"POLYGON ((37.61366846879334 47.106413333333336, 37.613835137309295 47.106413333333336, 37.613835137309295 47.106246666666664, 37.61366846879334 47.106246666666664, 37.61366846879334 47.106413333333336))"
5209,5908.0,1,"POLYGON ((37.633752024965325 47.106413333333336, 37.63433536477115 47.106413333333336, 37.63433536477115 47.106246666666664, 37.633752024965325 47.106246666666664, 37.633752024965325 47.106413333333336))"
5210,5909.0,1,"POLYGON ((37.64025209708738 47.106413333333336, 37.64041876560333 47.106413333333336, 37.64041876560333 47.10608, 37.64025209708738 47.10608, 37.64025209708738 47.106413333333336))"
5211,5910.0,1,"POLYGON ((37.65358557836338 47.10658, 37.65408558391123 47.10658, 37.65408558391123 47.106413333333336, 37.654252252427185 47.106413333333336, 37.654252252427185 47.106246666666664, 37.65391891539528 47.106246666666664, 37.65391891539528 47.10608, 37.65358557836338 47.10608, 37.65358557836338 47.106246666666664, 37.65333557558946 47.106246666666664, 37.65333557558946 47.106413333333336, 37.65358557836338 47.106413333333336, 37.65358557836338 47.10658))"
5212,5911.0,1,"POLYGON ((37.65800229403606 47.106413333333336, 37.658418965325936 47.106413333333336, 37.658418965325936 47.106246666666664, 37.65800229403606 47.106246666666664, 37.65800229403606 47.106413333333336))"
5213,5912.0,1,"POLYGON ((37.667752402219136 47.106413333333336, 37.66791907073509 47.106413333333336, 37.66791907073509 47.106246666666664, 37.667752402219136 47.106246666666664, 37.667752402219136 47.106413333333336))"
5214,5913.0,1,"POLYGON ((37.630751991678224 47.106246666666664, 37.630918660194176 47.106246666666664, 37.630918660194176 47.10608, 37.630751991678224 47.10608, 37.630751991678224 47.106246666666664))"
5215,5914.0,1,"POLYGON ((37.64100210540915 47.106246666666664, 37.6411687739251 47.106246666666664, 37.6411687739251 47.10608, 37.64100210540915 47.10608, 37.64100210540915 47.106246666666664))"
5216,5915.0,1,"POLYGON ((37.64441880998613 47.106246666666664, 37.64458547850208 47.106246666666664, 37.64458547850208 47.10608, 37.64441880998613 47.10608, 37.64441880998613 47.106246666666664))"
5217,5916.0,1,"POLYGON ((37.65625227461858 47.106246666666664, 37.65733561997226 47.106246666666664, 37.65733561997226 47.10608, 37.65625227461858 47.10608, 37.65625227461858 47.106246666666664))"
5218,5917.0,1,"POLYGON ((37.65950231067961 47.106246666666664, 37.65966897919556 47.106246666666664, 37.65966897919556 47.10608, 37.65950231067961 47.10608, 37.65950231067961 47.106246666666664))"
5219,5918.0,1,"POLYGON ((37.66400236061026 47.106246666666664, 37.664169029126214 47.106246666666664, 37.664169029126214 47.10608, 37.66400236061026 47.10608, 37.66400236061026 47.106246666666664))"
5220,5919.0,1,"POLYGON ((37.669502421636615 47.106246666666664, 37.66975242441054 47.106246666666664, 37.66975242441054 47.10608, 37.669502421636615 47.10608, 37.669502421636615 47.106246666666664))"
5221,5920.0,1,"POLYGON ((37.67008576144244 47.106246666666664, 37.67025242995839 47.106246666666664, 37.67025242995839 47.10608, 37.67008576144244 47.10608, 37.67008576144244 47.106246666666664))"
